id,filename,category,subcategory,speaker_id,source,source_url,license,license_verified,duration_seconds,sample_rate,channels,bit_depth,original_format,processed_format,preservation_priority,split,notes
MB_CRIT_SIRENS_028,sirens_028.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.24,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_029,sirens_029.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.36,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_030,sirens_030.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.97,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_031,sirens_031.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.18,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_032,sirens_032.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.71,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_033,sirens_033.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.60,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_034,sirens_034.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.31,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_035,sirens_035.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.54,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_036,sirens_036.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.66,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_037,sirens_037.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.39,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_038,sirens_038.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_039,sirens_039.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.98,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_040,sirens_040.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_041,sirens_041.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_042,sirens_042.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.50,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_043,sirens_043.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.37,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_044,sirens_044.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.33,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_045,sirens_045.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_046,sirens_046.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_047,sirens_047.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.46,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_048,sirens_048.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_049,sirens_049.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.73,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_050,sirens_050.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.10,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_051,sirens_051.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.90,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_052,sirens_052.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.22,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_053,sirens_053.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.86,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_054,sirens_054.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.99,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_055,sirens_055.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.39,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_056,sirens_056.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.53,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_057,sirens_057.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.17,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_058,sirens_058.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.68,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_059,sirens_059.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_060,sirens_060.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.34,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_061,sirens_061.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.89,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_062,sirens_062.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.78,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_063,sirens_063.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_064,sirens_064.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_065,sirens_065.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.84,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_066,sirens_066.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.64,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_067,sirens_067.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.11,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_068,sirens_068.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_069,sirens_069.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_070,sirens_070.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.07,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_071,sirens_071.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_072,sirens_072.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.86,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_073,sirens_073.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.17,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_074,sirens_074.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.48,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_075,sirens_075.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.36,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_076,sirens_076.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.94,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_077,sirens_077.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_078,sirens_078.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.10,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_079,sirens_079.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.73,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_080,sirens_080.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.73,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_081,sirens_081.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_082,sirens_082.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.19,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_083,sirens_083.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.12,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_084,sirens_084.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.66,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_085,sirens_085.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_086,sirens_086.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_087,sirens_087.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.16,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_088,sirens_088.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.61,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_089,sirens_089.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.71,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_090,sirens_090.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_091,sirens_091.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.38,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_092,sirens_092.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.47,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_093,sirens_093.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_094,sirens_094.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.81,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_095,sirens_095.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.33,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_096,sirens_096.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_097,sirens_097.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.66,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_098,sirens_098.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.30,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_099,sirens_099.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.25,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_SIRENS_100,sirens_100.wav,sirens,Critical Sirens,N/A,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.53,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (sirens)
MB_CRIT_FOOTSTEPS_001,footsteps_001.wav,footsteps,Critical Footsteps,N/A,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.06,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_002,footsteps_002.wav,footsteps,Critical Footsteps,N/A,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_003,footsteps_003.wav,footsteps,Critical Footsteps,N/A,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.61,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_004,footsteps_004.wav,footsteps,Critical Footsteps,N/A,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_005,footsteps_005.wav,footsteps,Critical Footsteps,N/A,Freesound Open Sound Archive,https://freesound.org,Creative Commons 0 (CC0 1.0 Universal),true,3.28,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_006,footsteps_006.wav,footsteps,Critical Footsteps,N/A,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.42,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_007,footsteps_007.wav,footsteps,Critical Footsteps,N/A,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.82,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,train,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_008,footsteps_008.wav,footsteps,Critical Footsteps,N/A,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.21,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,validation,Critical audio cue to actively preserve during enhancement (footsteps)
MB_CRIT_FOOTSTEPS_009,footsteps_009.wav,footsteps,Critical Footsteps,N/A,Freesound Open Sound Archive,https://freesound.org,Creative Commons 0 (CC0 1.0 Universal),true,3.67,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,CRITICAL,test,Critical audio cue to actively preserve during enhancement (footsteps)
