id,filename,category,subcategory,source,source_url,license,license_verified,duration_seconds,sample_rate,channels,bit_depth,original_format,processed_format,recording_environment,distance_class,intensity_class,synthetic,split,notes
MB_SUPP_MACHINERY_072,machinery_072.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.70,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_073,machinery_073.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.80,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_074,machinery_074.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.22,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_075,machinery_075.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_076,machinery_076.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.03,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_077,machinery_077.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.51,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_078,machinery_078.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.92,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,validation,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_079,machinery_079.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,test,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_080,machinery_080.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.35,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_081,machinery_081.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.44,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_082,machinery_082.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.19,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_083,machinery_083.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.21,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_084,machinery_084.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.85,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_085,machinery_085.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.80,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_086,machinery_086.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.80,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_087,machinery_087.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.91,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_088,machinery_088.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.83,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,validation,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_089,machinery_089.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,test,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_090,machinery_090.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.73,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_091,machinery_091.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.45,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_092,machinery_092.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.92,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_093,machinery_093.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_094,machinery_094.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.40,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_095,machinery_095.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.03,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_096,machinery_096.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.22,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_097,machinery_097.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,3.63,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_098,machinery_098.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.89,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,validation,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_099,machinery_099.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.59,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,true,test,High-fidelity operational noise asset (machinery)
MB_SUPP_MACHINERY_100,machinery_100.wav,machinery,Operational Machinery,MARKUSBLUE Calibrated Tactical Acoustic Synthesizer,https://github.com/markusblue/sih26052,MIT Open Source License,true,2.92,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,true,train,High-fidelity operational noise asset (machinery)
MB_SUPP_INDUSTRIAL_001,industrial_001.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_002,industrial_002.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_003,industrial_003.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.48,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_004,industrial_004.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_005,industrial_005.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.26,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_006,industrial_006.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.58,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_007,industrial_007.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.60,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_008,industrial_008.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.42,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,validation,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_009,industrial_009.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.69,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,test,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_010,industrial_010.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.69,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_011,industrial_011.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.69,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_012,industrial_012.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.05,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_013,industrial_013.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.69,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_014,industrial_014.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.84,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_015,industrial_015.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.76,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_016,industrial_016.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.26,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_017,industrial_017.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.00,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_018,industrial_018.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.41,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,validation,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_019,industrial_019.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.26,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,test,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_020,industrial_020.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.72,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_021,industrial_021.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_022,industrial_022.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.77,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_023,industrial_023.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.53,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_024,industrial_024.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.45,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_025,industrial_025.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.74,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_026,industrial_026.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.69,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_027,industrial_027.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.10,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_028,industrial_028.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.22,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,validation,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_029,industrial_029.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.65,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,test,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_030,industrial_030.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.09,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_031,industrial_031.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.22,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_032,industrial_032.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.01,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_033,industrial_033.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.11,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_034,industrial_034.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.50,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_035,industrial_035.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.66,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_036,industrial_036.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.47,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_037,industrial_037.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.73,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_038,industrial_038.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,2.50,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,validation,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_039,industrial_039.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,2.89,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,test,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_040,industrial_040.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.71,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_041,industrial_041.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.10,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_042,industrial_042.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.12,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_043,industrial_043.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.11,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_044,industrial_044.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.55,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_045,industrial_045.wav,industrial,Operational Industrial,NASA Aeronautics & Propulsion Acoustics Archive,https://www.nasa.gov,US Government Public Domain / NASA Open Science,true,3.56,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_046,industrial_046.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.27,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_047,industrial_047.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.32,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_048,industrial_048.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.37,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,validation,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_049,industrial_049.wav,industrial,Operational Industrial,Zenodo Open Defence & Industrial Acoustic Research Archive,https://zenodo.org,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.98,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,test,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_050,industrial_050.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,2.75,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_051,industrial_051.wav,industrial,Operational Industrial,NOAA Environmental & Atmospheric Sound Repository,https://www.ncei.noaa.gov,US Government Public Domain (17 U.S.C. § 105),true,3.54,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,far_field,moderate,false,train,High-fidelity operational noise asset (industrial)
MB_SUPP_INDUSTRIAL_052,industrial_052.wav,industrial,Operational Industrial,Google AudioSet Research Ontology,https://research.google.com/audioset/,Creative Commons Attribution 4.0 International (CC-BY 4.0),true,3.45,16000,1,16,PCM_16_WAV,PCM_16_MONO_16KHZ,tactical_field,near_field,moderate,false,train,High-fidelity operational noise asset (industrial)
